# Preset Configuration File
layer_num=0,v=5.3,r=6370
layer_num=3517,v=8.833348416289592,r=2853
layer_num=3518,v=8.834298642533936,r=2852
layer_num=3519,v=8.83524886877828,r=2851
layer_num=3520,v=8.836199095022625,r=2850
layer_num=3521,v=8.837149321266969,r=2849
layer_num=3522,v=8.838099547511312,r=2848
layer_num=3523,v=8.839049773755656,r=2847
layer_num=3524,v=8.84,r=2846
layer_num=3525,v=8.840950226244344,r=2845
layer_num=3526,v=8.841900452488687,r=2844
layer_num=3527,v=8.842850678733031,r=2843
layer_num=3528,v=8.843800904977375,r=2842
layer_num=3529,v=8.84475113122172,r=2841
layer_num=3530,v=8.845701357466064,r=2840
layer_num=3531,v=8.846651583710408,r=2839
layer_num=3532,v=8.847601809954751,r=2838
layer_num=3533,v=8.848552036199095,r=2837
layer_num=3534,v=8.849502262443439,r=2836
layer_num=3535,v=8.850452488687782,r=2835
layer_num=3536,v=8.851402714932126,r=2834
layer_num=3537,v=8.85235294117647,r=2833
layer_num=3538,v=8.853303167420814,r=2832
layer_num=3539,v=8.854253393665157,r=2831
layer_num=3540,v=8.855203619909503,r=2830
layer_num=3541,v=8.856153846153846,r=2829
layer_num=3542,v=8.85710407239819,r=2828
layer_num=3543,v=8.858054298642534,r=2827
layer_num=3544,v=8.859004524886878,r=2826
layer_num=3545,v=8.859954751131221,r=2825
layer_num=3546,v=8.860904977375565,r=2824
layer_num=3547,v=8.861855203619909,r=2823
layer_num=3548,v=8.862805429864252,r=2822
layer_num=3549,v=8.863755656108598,r=2821
layer_num=3550,v=8.864705882352942,r=2820
layer_num=3551,v=8.865656108597285,r=2819
layer_num=3552,v=8.866606334841629,r=2818
layer_num=3553,v=8.867556561085973,r=2817
layer_num=3554,v=8.868506787330316,r=2816
layer_num=3555,v=8.86945701357466,r=2815
layer_num=3556,v=8.870407239819004,r=2814
layer_num=3557,v=8.871357466063348,r=2813
layer_num=3558,v=8.872307692307691,r=2812
layer_num=3559,v=8.873257918552037,r=2811
layer_num=3560,v=8.87420814479638,r=2810
layer_num=3561,v=8.875158371040724,r=2809
layer_num=3562,v=8.876108597285068,r=2808
layer_num=3563,v=8.877058823529412,r=2807
layer_num=3564,v=8.878009049773755,r=2806
layer_num=3565,v=8.878959276018099,r=2805
layer_num=3566,v=8.879909502262443,r=2804
layer_num=3567,v=8.880859728506787,r=2803
layer_num=3568,v=8.88180995475113,r=2802
layer_num=3569,v=8.882760180995476,r=2801
layer_num=3570,v=8.88371040723982,r=2800
layer_num=3571,v=8.884660633484163,r=2799
layer_num=3572,v=8.885610859728507,r=2798
layer_num=3573,v=8.88656108597285,r=2797
layer_num=3574,v=8.887511312217194,r=2796
layer_num=3575,v=8.888461538461538,r=2795
layer_num=3576,v=8.889411764705882,r=2794
layer_num=3577,v=8.890361990950225,r=2793
layer_num=3578,v=8.89131221719457,r=2792
layer_num=3579,v=8.892262443438915,r=2791
layer_num=3580,v=8.893212669683258,r=2790
layer_num=3581,v=8.894162895927602,r=2789
layer_num=3582,v=8.895113122171946,r=2788
layer_num=3583,v=8.89606334841629,r=2787
layer_num=3584,v=8.897013574660633,r=2786
layer_num=3585,v=8.897963800904977,r=2785
layer_num=3586,v=8.89891402714932,r=2784
layer_num=3587,v=8.899864253393664,r=2783
layer_num=3588,v=8.900814479638008,r=2782
layer_num=3589,v=8.901764705882353,r=2781
layer_num=3590,v=8.902714932126697,r=2780
layer_num=3591,v=8.903665158371041,r=2779
layer_num=3592,v=8.904615384615385,r=2778
layer_num=3593,v=8.905565610859728,r=2777
layer_num=3594,v=8.906515837104072,r=2776
layer_num=3595,v=8.907466063348416,r=2775
layer_num=3596,v=8.90841628959276,r=2774
layer_num=3597,v=8.909366515837103,r=2773
layer_num=3598,v=8.910316742081449,r=2772
layer_num=3599,v=8.911266968325792,r=2771
layer_num=3600,v=8.912217194570136,r=2770
layer_num=3601,v=8.91316742081448,r=2769
layer_num=3602,v=8.914117647058823,r=2768
layer_num=3603,v=8.915067873303167,r=2767
layer_num=3604,v=8.916018099547511,r=2766
layer_num=3605,v=8.916968325791855,r=2765
layer_num=3606,v=8.917918552036198,r=2764
layer_num=3607,v=8.918868778280542,r=2763
layer_num=3608,v=8.919819004524888,r=2762
layer_num=3609,v=8.920769230769231,r=2761
layer_num=3610,v=8.921719457013575,r=2760
layer_num=3611,v=8.922669683257919,r=2759
layer_num=3612,v=8.923619909502262,r=2758
layer_num=3613,v=8.924570135746606,r=2757
layer_num=3614,v=8.92552036199095,r=2756
layer_num=3615,v=8.926470588235293,r=2755
layer_num=3616,v=8.927420814479637,r=2754
layer_num=3617,v=8.928371040723981,r=2753
layer_num=3618,v=8.929321266968326,r=2752
layer_num=3619,v=8.93027149321267,r=2751
layer_num=3620,v=8.931221719457014,r=2750
layer_num=3621,v=8.932171945701358,r=2749
layer_num=3622,v=8.933122171945701,r=2748
layer_num=3623,v=8.934072398190045,r=2747
layer_num=3624,v=8.935022624434389,r=2746
layer_num=3625,v=8.935972850678732,r=2745
layer_num=3626,v=8.936923076923076,r=2744
layer_num=3627,v=8.937873303167422,r=2743
layer_num=3628,v=8.938823529411765,r=2742
layer_num=3629,v=8.939773755656109,r=2741
layer_num=3630,v=8.940723981900453,r=2740
layer_num=3631,v=8.941674208144796,r=2739
layer_num=3632,v=8.94262443438914,r=2738
layer_num=3633,v=8.943574660633484,r=2737
layer_num=3634,v=8.944524886877828,r=2736
layer_num=3635,v=8.945475113122171,r=2735
layer_num=3636,v=8.946425339366515,r=2734
layer_num=3637,v=8.947375565610859,r=2733
layer_num=3638,v=8.948325791855204,r=2732
layer_num=3639,v=8.949276018099548,r=2731
layer_num=3640,v=8.950226244343892,r=2730
layer_num=3641,v=8.951176470588235,r=2729
layer_num=3642,v=8.952126696832579,r=2728
layer_num=3643,v=8.953076923076923,r=2727
layer_num=3644,v=8.954027149321266,r=2726
layer_num=3645,v=8.95497737556561,r=2725
layer_num=3646,v=8.955927601809954,r=2724
layer_num=3647,v=8.9568778280543,r=2723
layer_num=3648,v=8.957828054298643,r=2722
layer_num=3649,v=8.958778280542987,r=2721
layer_num=3650,v=8.95972850678733,r=2720
layer_num=3651,v=8.960678733031674,r=2719
layer_num=3652,v=8.961628959276018,r=2718
layer_num=3653,v=8.962579185520362,r=2717
layer_num=3654,v=8.963529411764705,r=2716
layer_num=3655,v=8.964479638009049,r=2715
layer_num=3656,v=8.965429864253393,r=2714
layer_num=3657,v=8.966380090497738,r=2713
layer_num=3658,v=8.967330316742082,r=2712
layer_num=3659,v=8.968280542986426,r=2711
layer_num=3660,v=8.96923076923077,r=2710
layer_num=3661,v=8.970180995475113,r=2709
layer_num=3662,v=8.971131221719457,r=2708
layer_num=3663,v=8.9720814479638,r=2707
layer_num=3664,v=8.973031674208144,r=2706
layer_num=3665,v=8.973981900452488,r=2705
layer_num=3666,v=8.974932126696832,r=2704
layer_num=3667,v=8.975882352941177,r=2703
layer_num=3668,v=8.97683257918552,r=2702
layer_num=3669,v=8.977782805429865,r=2701
layer_num=3670,v=8.978733031674208,r=2700
layer_num=3671,v=8.979683257918552,r=2699
layer_num=3672,v=8.980633484162896,r=2698
layer_num=3673,v=8.98158371040724,r=2697
layer_num=3674,v=8.982533936651583,r=2696
layer_num=3675,v=8.983484162895927,r=2695
layer_num=3676,v=8.984434389140272,r=2694
layer_num=3677,v=8.985384615384616,r=2693
layer_num=3678,v=8.98633484162896,r=2692
layer_num=3679,v=8.987285067873303,r=2691
layer_num=3680,v=8.988235294117647,r=2690
layer_num=3681,v=8.98918552036199,r=2689
layer_num=3682,v=8.990135746606335,r=2688
layer_num=3683,v=8.991085972850678,r=2687
layer_num=3684,v=8.992036199095022,r=2686
layer_num=3685,v=8.992986425339366,r=2685
layer_num=3686,v=8.99393665158371,r=2684
layer_num=3687,v=8.994886877828055,r=2683
layer_num=3688,v=8.995837104072399,r=2682
layer_num=3689,v=8.996787330316742,r=2681
layer_num=3690,v=8.997737556561086,r=2680
layer_num=3691,v=8.99868778280543,r=2679
layer_num=3692,v=8.999638009049773,r=2678
layer_num=3693,v=9.000588235294117,r=2677
layer_num=3694,v=9.00153846153846,r=2676
layer_num=3695,v=9.002488687782805,r=2675
layer_num=3696,v=9.00343891402715,r=2674
layer_num=3697,v=9.004389140271494,r=2673
layer_num=3698,v=9.005339366515837,r=2672
layer_num=3699,v=9.006289592760181,r=2671
layer_num=3700,v=9.007239819004525,r=2670
layer_num=3701,v=9.008190045248869,r=2669
layer_num=3702,v=9.009140271493212,r=2668
layer_num=3703,v=9.010090497737556,r=2667
layer_num=3704,v=9.0110407239819,r=2666
layer_num=3705,v=9.011990950226243,r=2665
layer_num=3706,v=9.012941176470587,r=2664
layer_num=3707,v=9.013891402714933,r=2663
layer_num=3708,v=9.014841628959276,r=2662
layer_num=3709,v=9.01579185520362,r=2661
layer_num=3710,v=9.016742081447964,r=2660
layer_num=3711,v=9.017692307692307,r=2659
layer_num=3712,v=9.018642533936651,r=2658
layer_num=3713,v=9.019592760180995,r=2657
layer_num=3714,v=9.020542986425339,r=2656
layer_num=3715,v=9.021493212669682,r=2655
layer_num=3716,v=9.022443438914028,r=2654
layer_num=3717,v=9.023393665158371,r=2653
layer_num=3718,v=9.024343891402715,r=2652
layer_num=3719,v=9.025294117647059,r=2651
layer_num=3720,v=9.026244343891403,r=2650
layer_num=3721,v=9.027194570135746,r=2649
layer_num=3722,v=9.02814479638009,r=2648
layer_num=3723,v=9.029095022624434,r=2647
layer_num=3724,v=9.030045248868777,r=2646
layer_num=3725,v=9.030995475113123,r=2645
layer_num=3726,v=9.031945701357465,r=2644
layer_num=3727,v=9.03289592760181,r=2643
layer_num=3728,v=9.033846153846154,r=2642
layer_num=3729,v=9.034796380090498,r=2641
layer_num=3730,v=9.035746606334842,r=2640
layer_num=3731,v=9.036696832579185,r=2639
layer_num=3732,v=9.037647058823529,r=2638
layer_num=3733,v=9.038597285067873,r=2637
layer_num=3734,v=9.039547511312216,r=2636
layer_num=3735,v=9.04049773755656,r=2635
layer_num=3736,v=9.041447963800906,r=2634
layer_num=3737,v=9.04239819004525,r=2633
layer_num=3738,v=9.043348416289593,r=2632
layer_num=3739,v=9.044298642533937,r=2631
layer_num=3740,v=9.04524886877828,r=2630
layer_num=3741,v=9.046199095022624,r=2629
layer_num=3742,v=9.047149321266968,r=2628
layer_num=3743,v=9.048099547511312,r=2627
layer_num=3744,v=9.049049773755655,r=2626
layer_num=3745,v=9.05,r=2625
layer_num=3746,v=9.050950226244344,r=2624
layer_num=3747,v=9.051900452488688,r=2623
layer_num=3748,v=9.052850678733032,r=2622
layer_num=3749,v=9.053800904977376,r=2621
layer_num=3750,v=9.05475113122172,r=2620
layer_num=3751,v=9.055701357466063,r=2619
layer_num=3752,v=9.056651583710407,r=2618
layer_num=3753,v=9.05760180995475,r=2617
layer_num=3754,v=9.058552036199094,r=2616
layer_num=3755,v=9.059502262443438,r=2615
layer_num=3756,v=9.060452488687783,r=2614
layer_num=3757,v=9.061402714932127,r=2613
layer_num=3758,v=9.06235294117647,r=2612
layer_num=3759,v=9.063303167420814,r=2611
layer_num=3760,v=9.064253393665158,r=2610
layer_num=3761,v=9.065203619909502,r=2609
layer_num=3762,v=9.066153846153846,r=2608
layer_num=3763,v=9.06710407239819,r=2607
layer_num=3764,v=9.068054298642533,r=2606
layer_num=3765,v=9.069004524886878,r=2605
layer_num=3766,v=9.069954751131222,r=2604
layer_num=3767,v=9.070904977375566,r=2603
layer_num=3768,v=9.07185520361991,r=2602
layer_num=3769,v=9.072805429864253,r=2601
layer_num=3770,v=9.073755656108597,r=2600
layer_num=3771,v=9.07470588235294,r=2599
layer_num=3772,v=9.075656108597284,r=2598
layer_num=3773,v=9.076606334841628,r=2597
layer_num=3774,v=9.077556561085974,r=2596
layer_num=3775,v=9.078506787330316,r=2595
layer_num=3776,v=9.079457013574661,r=2594
layer_num=3777,v=9.080407239819005,r=2593
layer_num=3778,v=9.081357466063348,r=2592
layer_num=3779,v=9.082307692307692,r=2591
layer_num=3780,v=9.083257918552036,r=2590
layer_num=3781,v=9.08420814479638,r=2589
layer_num=3782,v=9.085158371040723,r=2588
layer_num=3783,v=9.086108597285067,r=2587
layer_num=3784,v=9.08705882352941,r=2586
layer_num=3785,v=9.088009049773756,r=2585
layer_num=3786,v=9.0889592760181,r=2584
layer_num=3787,v=9.089909502262444,r=2583
layer_num=3788,v=9.090859728506787,r=2582
layer_num=3789,v=9.091809954751131,r=2581
layer_num=3790,v=9.092760180995475,r=2580
layer_num=3791,v=9.093710407239818,r=2579
layer_num=3792,v=9.094660633484162,r=2578
layer_num=3793,v=9.095610859728506,r=2577
layer_num=3794,v=9.096561085972851,r=2576
layer_num=3795,v=9.097511312217195,r=2575
layer_num=3796,v=9.098461538461539,r=2574
layer_num=3797,v=9.099411764705883,r=2573
layer_num=3798,v=9.100361990950226,r=2572
layer_num=3799,v=9.10131221719457,r=2571
layer_num=3800,v=9.102262443438914,r=2570
layer_num=3801,v=9.103212669683257,r=2569
layer_num=3802,v=9.104162895927601,r=2568
layer_num=3803,v=9.105113122171945,r=2567
layer_num=3804,v=9.106063348416289,r=2566
layer_num=3805,v=9.107013574660634,r=2565
layer_num=3806,v=9.107963800904978,r=2564
layer_num=3807,v=9.108914027149321,r=2563
layer_num=3808,v=9.109864253393665,r=2562
layer_num=3809,v=9.110814479638009,r=2561
layer_num=3810,v=9.111764705882353,r=2560
layer_num=3811,v=9.112714932126696,r=2559
layer_num=3812,v=9.11366515837104,r=2558
layer_num=3813,v=9.114615384615384,r=2557
layer_num=3814,v=9.11556561085973,r=2556
layer_num=3815,v=9.116515837104073,r=2555
layer_num=3816,v=9.117466063348417,r=2554
layer_num=3817,v=9.11841628959276,r=2553
layer_num=3818,v=9.119366515837104,r=2552
layer_num=3819,v=9.120316742081448,r=2551
layer_num=3820,v=9.121266968325791,r=2550
layer_num=3821,v=9.122217194570135,r=2549
layer_num=3822,v=9.123167420814479,r=2548
layer_num=3823,v=9.124117647058823,r=2547
layer_num=3824,v=9.125067873303166,r=2546
layer_num=3825,v=9.126018099547512,r=2545
layer_num=3826,v=9.126968325791855,r=2544
layer_num=3827,v=9.1279185520362,r=2543
layer_num=3828,v=9.128868778280543,r=2542
layer_num=3829,v=9.129819004524887,r=2541
layer_num=3830,v=9.13076923076923,r=2540
layer_num=3831,v=9.131719457013574,r=2539
layer_num=3832,v=9.132669683257918,r=2538
layer_num=3833,v=9.133619909502261,r=2537
layer_num=3834,v=9.134570135746607,r=2536
layer_num=3835,v=9.13552036199095,r=2535
layer_num=3836,v=9.136470588235294,r=2534
layer_num=3837,v=9.137420814479638,r=2533
layer_num=3838,v=9.138371040723982,r=2532
layer_num=3839,v=9.139321266968325,r=2531
layer_num=3840,v=9.14027149321267,r=2530
layer_num=3841,v=9.141221719457013,r=2529
layer_num=3842,v=9.142171945701357,r=2528
layer_num=3843,v=9.143122171945702,r=2527
layer_num=3844,v=9.144072398190046,r=2526
layer_num=3845,v=9.14502262443439,r=2525
layer_num=3846,v=9.145972850678733,r=2524
layer_num=3847,v=9.146923076923077,r=2523
layer_num=3848,v=9.14787330316742,r=2522
layer_num=3849,v=9.148823529411764,r=2521
layer_num=3850,v=9.149773755656108,r=2520
layer_num=3851,v=9.150723981900452,r=2519
layer_num=3852,v=9.151674208144795,r=2518
layer_num=3853,v=9.15262443438914,r=2517
layer_num=3854,v=9.153574660633485,r=2516
layer_num=3855,v=9.154524886877828,r=2515
layer_num=3856,v=9.155475113122172,r=2514
layer_num=3857,v=9.156425339366516,r=2513
layer_num=3858,v=9.15737556561086,r=2512
layer_num=3859,v=9.158325791855203,r=2511
layer_num=3860,v=9.159276018099547,r=2510
layer_num=3861,v=9.16022624434389,r=2509
layer_num=3862,v=9.161176470588234,r=2508
layer_num=3863,v=9.16212669683258,r=2507
layer_num=3864,v=9.163076923076924,r=2506
layer_num=3865,v=9.164027149321267,r=2505
layer_num=3866,v=9.164977375565611,r=2504
layer_num=3867,v=9.165927601809955,r=2503
layer_num=3868,v=9.166877828054298,r=2502
layer_num=3869,v=9.167828054298642,r=2501
layer_num=3870,v=9.168778280542986,r=2500
layer_num=3871,v=9.16972850678733,r=2499
layer_num=3872,v=9.170678733031673,r=2498
layer_num=3873,v=9.171628959276017,r=2497
layer_num=3874,v=9.172579185520362,r=2496
layer_num=3875,v=9.173529411764706,r=2495
layer_num=3876,v=9.17447963800905,r=2494
layer_num=3877,v=9.175429864253394,r=2493
layer_num=3878,v=9.176380090497737,r=2492
layer_num=3879,v=9.177330316742081,r=2491
layer_num=3880,v=9.178280542986425,r=2490
layer_num=3881,v=9.179230769230768,r=2489
layer_num=3882,v=9.180180995475112,r=2488
layer_num=3883,v=9.181131221719458,r=2487
layer_num=3884,v=9.182081447963801,r=2486
layer_num=3885,v=9.183031674208145,r=2485
layer_num=3886,v=9.183981900452489,r=2484
layer_num=3887,v=9.184932126696832,r=2483
layer_num=3888,v=9.185882352941176,r=2482
layer_num=3889,v=9.18683257918552,r=2481
layer_num=3890,v=9.187782805429864,r=2480
layer_num=3891,v=9.188733031674207,r=2479
layer_num=3892,v=9.189683257918553,r=2478
layer_num=3893,v=9.190633484162896,r=2477
layer_num=3894,v=9.19158371040724,r=2476
layer_num=3895,v=9.192533936651584,r=2475
layer_num=3896,v=9.193484162895928,r=2474
layer_num=3897,v=9.194434389140271,r=2473
layer_num=3898,v=9.195384615384615,r=2472
layer_num=3899,v=9.196334841628959,r=2471
layer_num=3900,v=9.197285067873302,r=2470
layer_num=3901,v=9.198235294117646,r=2469
layer_num=3902,v=9.19918552036199,r=2468
layer_num=3903,v=9.200135746606335,r=2467
layer_num=3904,v=9.201085972850679,r=2466
layer_num=3905,v=9.202036199095023,r=2465
layer_num=3906,v=9.202986425339367,r=2464
layer_num=3907,v=9.20393665158371,r=2463
layer_num=3908,v=9.204886877828054,r=2462
layer_num=3909,v=9.205837104072398,r=2461
layer_num=3910,v=9.206787330316741,r=2460
layer_num=3911,v=9.207737556561085,r=2459
layer_num=3912,v=9.20868778280543,r=2458
layer_num=3913,v=9.209638009049774,r=2457
layer_num=3914,v=9.210588235294118,r=2456
layer_num=3915,v=9.211538461538462,r=2455
layer_num=3916,v=9.212488687782805,r=2454
layer_num=3917,v=9.213438914027149,r=2453
layer_num=3918,v=9.214389140271493,r=2452
layer_num=3919,v=9.215339366515837,r=2451
layer_num=3920,v=9.21628959276018,r=2450
layer_num=3921,v=9.217239819004524,r=2449
layer_num=3922,v=9.218190045248868,r=2448
layer_num=3923,v=9.219140271493213,r=2447
layer_num=3924,v=9.220090497737557,r=2446
layer_num=3925,v=9.2210407239819,r=2445
layer_num=3926,v=9.221990950226244,r=2444
layer_num=3927,v=9.222941176470588,r=2443
layer_num=3928,v=9.223891402714932,r=2442
layer_num=3929,v=9.224841628959275,r=2441
layer_num=3930,v=9.225791855203619,r=2440
layer_num=3931,v=9.226742081447963,r=2439
layer_num=3932,v=9.227692307692308,r=2438
layer_num=3933,v=9.228642533936652,r=2437
layer_num=3934,v=9.229592760180996,r=2436
layer_num=3935,v=9.23054298642534,r=2435
layer_num=3936,v=9.231493212669683,r=2434
layer_num=3937,v=9.232443438914027,r=2433
layer_num=3938,v=9.23339366515837,r=2432
layer_num=3939,v=9.234343891402714,r=2431
layer_num=3940,v=9.235294117647058,r=2430
layer_num=3941,v=9.236244343891403,r=2429
layer_num=3942,v=9.237194570135745,r=2428
layer_num=3943,v=9.238144796380091,r=2427
layer_num=3944,v=9.239095022624435,r=2426
layer_num=3945,v=9.240045248868778,r=2425
layer_num=3946,v=9.240995475113122,r=2424
layer_num=3947,v=9.241945701357466,r=2423
layer_num=3948,v=9.24289592760181,r=2422
layer_num=3949,v=9.243846153846153,r=2421
layer_num=3950,v=9.244796380090497,r=2420
layer_num=3951,v=9.24574660633484,r=2419
layer_num=3952,v=9.246696832579186,r=2418
layer_num=3953,v=9.24764705882353,r=2417
layer_num=3954,v=9.248597285067873,r=2416
layer_num=3955,v=9.249547511312217,r=2415
layer_num=3956,v=9.250497737556561,r=2414
layer_num=3957,v=9.251447963800905,r=2413
layer_num=3958,v=9.252398190045248,r=2412
layer_num=3959,v=9.253348416289592,r=2411
layer_num=3960,v=9.254298642533936,r=2410
layer_num=3961,v=9.255248868778281,r=2409
layer_num=3962,v=9.256199095022625,r=2408
layer_num=3963,v=9.257149321266969,r=2407
layer_num=3964,v=9.258099547511312,r=2406
layer_num=3965,v=9.259049773755656,r=2405
layer_num=3966,v=9.26,r=2404
layer_num=3967,v=9.260950226244343,r=2403
layer_num=3968,v=9.261900452488687,r=2402
layer_num=3969,v=9.262850678733031,r=2401
layer_num=3970,v=9.263800904977375,r=2400
layer_num=3971,v=9.264751131221718,r=2399
layer_num=3972,v=9.265701357466064,r=2398
layer_num=3973,v=9.266651583710408,r=2397
layer_num=3974,v=9.267601809954751,r=2396
layer_num=3975,v=9.268552036199095,r=2395
layer_num=3976,v=9.269502262443439,r=2394
layer_num=3977,v=9.270452488687782,r=2393
layer_num=3978,v=9.271402714932126,r=2392
layer_num=3979,v=9.27235294117647,r=2391
layer_num=3980,v=9.273303167420814,r=2390
layer_num=3981,v=9.274253393665159,r=2389
layer_num=3982,v=9.275203619909503,r=2388
layer_num=3983,v=9.276153846153846,r=2387
layer_num=3984,v=9.27710407239819,r=2386
layer_num=3985,v=9.278054298642534,r=2385
layer_num=3986,v=9.279004524886878,r=2384
layer_num=3987,v=9.279954751131221,r=2383
